title,artists,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
Millionaires,['The Script'],spotify:track:6QiBNpMK7xlZFnnoEdIPCr,0.402,0.791,11,-3.804,1,0.0434,0.169,0.0,0.167,0.493,186.06,audio_features,6QiBNpMK7xlZFnnoEdIPCr,https://api.spotify.com/v1/tracks/6QiBNpMK7xlZFnnoEdIPCr,https://api.spotify.com/v1/audio-analysis/6QiBNpMK7xlZFnnoEdIPCr,189467,4
Glowing,['The Script'],spotify:track:7JqCjgNaHhNcvL9DDLynJP,0.445,0.823,10,-4.226,1,0.0339,0.0172,0.0,0.341,0.304,157.966,audio_features,7JqCjgNaHhNcvL9DDLynJP,https://api.spotify.com/v1/tracks/7JqCjgNaHhNcvL9DDLynJP,https://api.spotify.com/v1/audio-analysis/7JqCjgNaHhNcvL9DDLynJP,286773,4
Hurricanes,['The Script'],spotify:track:46N5bUS88qYcDXYvCRCPPm,0.439,0.833,7,-5.192,0,0.0358,0.000893,8.38e-05,0.259,0.341,123.988,audio_features,46N5bUS88qYcDXYvCRCPPm,https://api.spotify.com/v1/tracks/46N5bUS88qYcDXYvCRCPPm,https://api.spotify.com/v1/audio-analysis/46N5bUS88qYcDXYvCRCPPm,278707,4
Hotel Room Service,['Pitbull'],spotify:track:5aS9mWrA802kCCX4b8L682,0.847,0.595,1,-9.739,1,0.2,0.00366,0.000191,0.0728,0.776,125.991,audio_features,5aS9mWrA802kCCX4b8L682,https://api.spotify.com/v1/tracks/5aS9mWrA802kCCX4b8L682,https://api.spotify.com/v1/audio-analysis/5aS9mWrA802kCCX4b8L682,237773,4
SexyBack (feat. Timbaland),"['Justin Timberlake', 'Timbaland']",spotify:track:0PhAhydwm0Uxfz9mVuMWfG,0.951,0.556,3,-7.081,1,0.0908,0.0784,0.0,0.0477,0.964,116.992,audio_features,0PhAhydwm0Uxfz9mVuMWfG,https://api.spotify.com/v1/tracks/0PhAhydwm0Uxfz9mVuMWfG,https://api.spotify.com/v1/audio-analysis/0PhAhydwm0Uxfz9mVuMWfG,241413,4
My Happy Ending,['Avril Lavigne'],spotify:track:1pzSqrg7FMEcKadg5j5XUq,0.419,0.936,2,-2.411,1,0.0712,0.00165,0.0,0.372,0.703,170.134,audio_features,1pzSqrg7FMEcKadg5j5XUq,https://api.spotify.com/v1/tracks/1pzSqrg7FMEcKadg5j5XUq,https://api.spotify.com/v1/audio-analysis/1pzSqrg7FMEcKadg5j5XUq,242413,4
Fake Love,['Drake'],spotify:track:2Vr6FETnu1h4ZoeU0f5XOS,0.923,0.535,9,-7.353,0,0.301,0.161,0.0,0.103,0.74,133.942,audio_features,2Vr6FETnu1h4ZoeU0f5XOS,https://api.spotify.com/v1/tracks/2Vr6FETnu1h4ZoeU0f5XOS,https://api.spotify.com/v1/audio-analysis/2Vr6FETnu1h4ZoeU0f5XOS,207813,4
Black Barbies,"['Nicki Minaj', 'Mike WiLL Made-It']",spotify:track:3y9cCbnBn0zjkJa2YkOj70,0.809,0.588,0,-5.167,1,0.0869,0.0878,7.24e-05,0.171,0.249,146.024,audio_features,3y9cCbnBn0zjkJa2YkOj70,https://api.spotify.com/v1/tracks/3y9cCbnBn0zjkJa2YkOj70,https://api.spotify.com/v1/audio-analysis/3y9cCbnBn0zjkJa2YkOj70,254080,4
I Wanna Know,"['Alesso', 'Nico & Vinz']",spotify:track:0yuBwKZJLISISw2jxv0KMu,0.652,0.819,2,-3.681,1,0.0338,0.0776,0.0,0.097,0.515,115.916,audio_features,0yuBwKZJLISISw2jxv0KMu,https://api.spotify.com/v1/tracks/0yuBwKZJLISISw2jxv0KMu,https://api.spotify.com/v1/audio-analysis/0yuBwKZJLISISw2jxv0KMu,240413,4
"Let It Go - From ""Frozen"" / Single Version",['Demi Lovato'],spotify:track:5pFXv1AseTMdSHllBzOKbF,0.497,0.669,7,-5.625,1,0.0371,0.0143,0.0,0.262,0.211,139.853,audio_features,5pFXv1AseTMdSHllBzOKbF,https://api.spotify.com/v1/tracks/5pFXv1AseTMdSHllBzOKbF,https://api.spotify.com/v1/audio-analysis/5pFXv1AseTMdSHllBzOKbF,226867,4
Panda,['Desiigner'],spotify:track:46THN9jjPWhSqFUu6YsBhv,0.679,0.734,10,-5.542,0,0.444,0.0241,1.65e-06,0.369,0.245,145.028,audio_features,46THN9jjPWhSqFUu6YsBhv,https://api.spotify.com/v1/tracks/46THN9jjPWhSqFUu6YsBhv,https://api.spotify.com/v1/audio-analysis/46THN9jjPWhSqFUu6YsBhv,247867,4
Sweet Lovin' - Original Mix,"['Sigala', 'Bryn Christopher']",spotify:track:49qTVUVEnCnCG57dEabXrH,0.679,0.925,10,-1.44,1,0.0501,0.0238,4.68e-05,0.322,0.644,124.975,audio_features,49qTVUVEnCnCG57dEabXrH,https://api.spotify.com/v1/tracks/49qTVUVEnCnCG57dEabXrH,https://api.spotify.com/v1/audio-analysis/49qTVUVEnCnCG57dEabXrH,233106,4
The Monster,"['Eminem', 'Rihanna']",spotify:track:5U8hKxSaDXB8cVeLFQjvwx,0.784,0.85,9,-3.679,1,0.0691,0.0492,0.0,0.112,0.567,110.004,audio_features,5U8hKxSaDXB8cVeLFQjvwx,https://api.spotify.com/v1/tracks/5U8hKxSaDXB8cVeLFQjvwx,https://api.spotify.com/v1/audio-analysis/5U8hKxSaDXB8cVeLFQjvwx,250189,4
You Make Me Feel,['La La La La'],spotify:track:4i3QyJFwUx7RM9xfSul0x9,0.707,0.743,10,-3.874,1,0.0847,0.0951,0.00358,0.294,0.409,132.003,audio_features,4i3QyJFwUx7RM9xfSul0x9,https://api.spotify.com/v1/tracks/4i3QyJFwUx7RM9xfSul0x9,https://api.spotify.com/v1/audio-analysis/4i3QyJFwUx7RM9xfSul0x9,213895,4
Intoxicated - Radio Edit,"['Martin Solveig', 'Good Times Ahead']",spotify:track:49aLCvvEKM5EA8IYwDmtaE,0.792,0.688,0,-4.008,1,0.0386,0.00435,0.00477,0.0972,0.502,124.987,audio_features,49aLCvvEKM5EA8IYwDmtaE,https://api.spotify.com/v1/tracks/49aLCvvEKM5EA8IYwDmtaE,https://api.spotify.com/v1/audio-analysis/49aLCvvEKM5EA8IYwDmtaE,159560,4
Taste The Feeling (Avicii Vs. Conrad Sewell),"['Avicii', 'Conrad Sewell']",spotify:track:34vuwpTj9M0cFYJ0DeK97Z,0.638,0.792,6,-4.501,1,0.0555,0.0337,0.0,0.0618,0.595,89.974,audio_features,34vuwpTj9M0cFYJ0DeK97Z,https://api.spotify.com/v1/tracks/34vuwpTj9M0cFYJ0DeK97Z,https://api.spotify.com/v1/audio-analysis/34vuwpTj9M0cFYJ0DeK97Z,191066,4
Girls Like (feat. Zara Larsson),"['Tinie Tempah', 'Zara Larsson']",spotify:track:0rHVd8h0cFwgLgPFem6S60,0.916,0.804,0,-3.406,1,0.049,0.37,1.18e-05,0.0812,0.538,120.028,audio_features,0rHVd8h0cFwgLgPFem6S60,https://api.spotify.com/v1/tracks/0rHVd8h0cFwgLgPFem6S60,https://api.spotify.com/v1/audio-analysis/0rHVd8h0cFwgLgPFem6S60,196000,4
Dangerous Woman,['Ariana Grande'],spotify:track:6T506SFlFUVVNvnmCiVZR0,0.662,0.618,7,-5.26,1,0.0455,0.0537,0.0,0.355,0.261,134.022,audio_features,6T506SFlFUVVNvnmCiVZR0,https://api.spotify.com/v1/tracks/6T506SFlFUVVNvnmCiVZR0,https://api.spotify.com/v1/audio-analysis/6T506SFlFUVVNvnmCiVZR0,235947,3
NO,['Meghan Trainor'],spotify:track:0NmeI6UpRE27dxxgosD5n9,0.742,0.809,1,-3.591,0,0.176,0.0116,2.77e-06,0.726,0.632,93.95,audio_features,0NmeI6UpRE27dxxgosD5n9,https://api.spotify.com/v1/tracks/0NmeI6UpRE27dxxgosD5n9,https://api.spotify.com/v1/audio-analysis/0NmeI6UpRE27dxxgosD5n9,213524,4
HeadBand (feat. 2 Chainz),"['B.o.B', '2 Chainz']",spotify:track:6gf1xlPETW9CwjsdnUzW3g,0.92,0.472,1,-7.941,1,0.333,0.166,0.0,0.068,0.308,97.463,audio_features,6gf1xlPETW9CwjsdnUzW3g,https://api.spotify.com/v1/tracks/6gf1xlPETW9CwjsdnUzW3g,https://api.spotify.com/v1/audio-analysis/6gf1xlPETW9CwjsdnUzW3g,219833,4
Wolf,"['Tungevaag', 'Raaban']",spotify:track:1CA3nqyTok3Pn9r4BKrzv3,0.645,0.867,2,-4.468,0,0.0798,0.246,0.0,0.126,0.44,128.033,audio_features,1CA3nqyTok3Pn9r4BKrzv3,https://api.spotify.com/v1/tracks/1CA3nqyTok3Pn9r4BKrzv3,https://api.spotify.com/v1/audio-analysis/1CA3nqyTok3Pn9r4BKrzv3,200630,4
Hide Away,['Daya'],spotify:track:7xT0GApaXGNVMUdRx2taZv,0.884,0.826,11,-3.672,0,0.0854,0.222,2.29e-06,0.0719,0.466,94.997,audio_features,7xT0GApaXGNVMUdRx2taZv,https://api.spotify.com/v1/tracks/7xT0GApaXGNVMUdRx2taZv,https://api.spotify.com/v1/audio-analysis/7xT0GApaXGNVMUdRx2taZv,192381,4
DJ Turn It Up (feat. Juize),"['Heretic Klick', 'Juize']",spotify:track:29W27yzGTTLsJV55Ubl6x2,0.795,0.839,1,-6.782,1,0.057,0.0134,4.41e-06,0.317,0.297,102.042,audio_features,29W27yzGTTLsJV55Ubl6x2,https://api.spotify.com/v1/tracks/29W27yzGTTLsJV55Ubl6x2,https://api.spotify.com/v1/audio-analysis/29W27yzGTTLsJV55Ubl6x2,211958,4
Mirror,"['Lil Wayne', 'Bruno Mars']",spotify:track:6MreoQf8oixWI2xRcw3Fv1,0.328,0.622,5,-7.291,0,0.0866,0.858,0.0,0.104,0.401,74.267,audio_features,6MreoQf8oixWI2xRcw3Fv1,https://api.spotify.com/v1/tracks/6MreoQf8oixWI2xRcw3Fv1,https://api.spotify.com/v1/audio-analysis/6MreoQf8oixWI2xRcw3Fv1,228093,4
Around the World (La La La La La) - Radio Version,"['A Touch Of Class', 'Pete Konemann']",spotify:track:0IbTukfZdB91gclEXUQZkH,0.619,0.974,9,-7.039,0,0.0277,0.146,0.00162,0.132,0.701,131.963,audio_features,0IbTukfZdB91gclEXUQZkH,https://api.spotify.com/v1/tracks/0IbTukfZdB91gclEXUQZkH,https://api.spotify.com/v1/audio-analysis/0IbTukfZdB91gclEXUQZkH,214533,4
Get Ugly,['Jason Derulo'],spotify:track:5Q7TzTJTgpFnaybWvDA4jd,0.75,0.683,9,-4.829,0,0.12,0.0462,1.32e-06,0.297,0.539,111.066,audio_features,5Q7TzTJTgpFnaybWvDA4jd,https://api.spotify.com/v1/tracks/5Q7TzTJTgpFnaybWvDA4jd,https://api.spotify.com/v1/audio-analysis/5Q7TzTJTgpFnaybWvDA4jd,200492,4
"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)","['DJ Khaled', 'T-Pain', 'Ludacris', 'Snoop Dogg', 'Rick Ross']",spotify:track:6u5M4jPpYkoRV4vVHDQvkd,0.549,0.791,10,-3.535,1,0.133,0.0104,0.0,0.444,0.292,150.093,audio_features,6u5M4jPpYkoRV4vVHDQvkd,https://api.spotify.com/v1/tracks/6u5M4jPpYkoRV4vVHDQvkd,https://api.spotify.com/v1/audio-analysis/6u5M4jPpYkoRV4vVHDQvkd,227293,4
My House,['Flo Rida'],spotify:track:6Knv6wdA0luoMUuuoYi2i1,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,audio_features,6Knv6wdA0luoMUuuoYi2i1,https://api.spotify.com/v1/tracks/6Knv6wdA0luoMUuuoYi2i1,https://api.spotify.com/v1/audio-analysis/6Knv6wdA0luoMUuuoYi2i1,192191,4
Low (feat. T-Pain),"['Flo Rida', 'T-Pain']",spotify:track:0t2w4jQazlBggyZS4axpnw,0.87,0.693,10,-4.571,0,0.0593,0.0624,0.0,0.153,0.37,128.029,audio_features,0t2w4jQazlBggyZS4axpnw,https://api.spotify.com/v1/tracks/0t2w4jQazlBggyZS4axpnw,https://api.spotify.com/v1/audio-analysis/0t2w4jQazlBggyZS4axpnw,230000,4
Queen's Speech 5,['Lady Leshurr'],spotify:track:5rGYaA1A4Em3hcd8vqaw7b,0.911,0.431,2,-13.111,1,0.589,0.0755,0.0,0.132,0.381,129.071,audio_features,5rGYaA1A4Em3hcd8vqaw7b,https://api.spotify.com/v1/tracks/5rGYaA1A4Em3hcd8vqaw7b,https://api.spotify.com/v1/audio-analysis/5rGYaA1A4Em3hcd8vqaw7b,182674,4
PILLOWTALK,['ZAYN'],spotify:track:0IKK48xF4eEdfofyaeKWWO,0.588,0.702,11,-4.271,1,0.0496,0.104,0.0,0.089,0.429,124.909,audio_features,0IKK48xF4eEdfofyaeKWWO,https://api.spotify.com/v1/tracks/0IKK48xF4eEdfofyaeKWWO,https://api.spotify.com/v1/audio-analysis/0IKK48xF4eEdfofyaeKWWO,203686,4
When We Were Young,['Adele'],spotify:track:7ilS0BPWS8ek2P2GaxH3cP,0.377,0.595,3,-5.936,1,0.0489,0.303,0.0,0.095,0.264,144.464,audio_features,7ilS0BPWS8ek2P2GaxH3cP,https://api.spotify.com/v1/tracks/7ilS0BPWS8ek2P2GaxH3cP,https://api.spotify.com/v1/audio-analysis/7ilS0BPWS8ek2P2GaxH3cP,290900,4
Just Can’t Get Enough,['Black Eyed Peas'],spotify:track:3BkWGKXxFR6wjpqNSJ5yNY,0.576,0.638,0,-8.728,0,0.228,0.178,0.0,0.0823,0.228,93.762,audio_features,3BkWGKXxFR6wjpqNSJ5yNY,https://api.spotify.com/v1/tracks/3BkWGKXxFR6wjpqNSJ5yNY,https://api.spotify.com/v1/audio-analysis/3BkWGKXxFR6wjpqNSJ5yNY,219440,4
Never Say Never,"['Justin Bieber', 'Jaden']",spotify:track:5GYbkDveRD2I8M5ZJ14hWn,0.739,0.807,0,-5.063,1,0.0652,0.0181,0.0,0.295,0.632,97.048,audio_features,5GYbkDveRD2I8M5ZJ14hWn,https://api.spotify.com/v1/tracks/5GYbkDveRD2I8M5ZJ14hWn,https://api.spotify.com/v1/audio-analysis/5GYbkDveRD2I8M5ZJ14hWn,227853,4
What Do You Mean?,['Justin Bieber'],spotify:track:3pzjHKrQSvXGHQ98dx18HI,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,audio_features,3pzjHKrQSvXGHQ98dx18HI,https://api.spotify.com/v1/tracks/3pzjHKrQSvXGHQ98dx18HI,https://api.spotify.com/v1/audio-analysis/3pzjHKrQSvXGHQ98dx18HI,205680,4
I'll Show You,['Justin Bieber'],spotify:track:747eWJy8c3u09N30NSqSTp,0.361,0.608,9,-6.757,0,0.098,0.05,7.96e-05,0.183,0.0789,191.812,audio_features,747eWJy8c3u09N30NSqSTp,https://api.spotify.com/v1/tracks/747eWJy8c3u09N30NSqSTp,https://api.spotify.com/v1/audio-analysis/747eWJy8c3u09N30NSqSTp,199947,4
Love Yourself,['Justin Bieber'],spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,audio_features,3hB5DgAiMAQ4DzYbsMq1IT,https://api.spotify.com/v1/tracks/3hB5DgAiMAQ4DzYbsMq1IT,https://api.spotify.com/v1/audio-analysis/3hB5DgAiMAQ4DzYbsMq1IT,233720,4
Life Is Worth Living,['Justin Bieber'],spotify:track:150xRZE9rtvEPdedbf3y3l,0.558,0.296,10,-9.18,1,0.0427,0.907,0.0,0.108,0.463,76.04,audio_features,150xRZE9rtvEPdedbf3y3l,https://api.spotify.com/v1/tracks/150xRZE9rtvEPdedbf3y3l,https://api.spotify.com/v1/audio-analysis/150xRZE9rtvEPdedbf3y3l,234787,4
Where Are Ü Now,"['Skrillex', 'Diplo', 'Justin Bieber']",spotify:track:0ECQZjPwJa7mnebsBQrfLx,0.432,0.74,7,-5.053,1,0.062,0.0342,6.59e-06,0.14,0.193,139.42,audio_features,0ECQZjPwJa7mnebsBQrfLx,https://api.spotify.com/v1/tracks/0ECQZjPwJa7mnebsBQrfLx,https://api.spotify.com/v1/audio-analysis/0ECQZjPwJa7mnebsBQrfLx,242520,4
Children,['Justin Bieber'],spotify:track:6O8I0ffpEtyMQmMYo0bj4N,0.634,0.885,11,-4.702,0,0.304,0.0122,0.0,0.193,0.327,127.064,audio_features,6O8I0ffpEtyMQmMYo0bj4N,https://api.spotify.com/v1/tracks/6O8I0ffpEtyMQmMYo0bj4N,https://api.spotify.com/v1/audio-analysis/6O8I0ffpEtyMQmMYo0bj4N,223333,4
Boyfriend,['Justin Bieber'],spotify:track:07dYGGSrzPeg6a3KZjWX65,0.719,0.535,10,-6.069,0,0.0641,0.0314,0.0017,0.141,0.276,96.982,audio_features,07dYGGSrzPeg6a3KZjWX65,https://api.spotify.com/v1/tracks/07dYGGSrzPeg6a3KZjWX65,https://api.spotify.com/v1/audio-analysis/07dYGGSrzPeg6a3KZjWX65,171333,4
All Around The World,"['Justin Bieber', 'Ludacris']",spotify:track:45qSLEJKJTwKTSBOa8LxPY,0.697,0.822,3,-3.876,0,0.194,0.027,1.1e-06,0.151,0.776,127.98,audio_features,45qSLEJKJTwKTSBOa8LxPY,https://api.spotify.com/v1/tracks/45qSLEJKJTwKTSBOa8LxPY,https://api.spotify.com/v1/audio-analysis/45qSLEJKJTwKTSBOa8LxPY,244547,4
Only Thing I Ever Get For Christmas,['Justin Bieber'],spotify:track:21WY3bNhU8vv4SBItMFvzl,0.536,0.636,10,-8.024,1,0.069,0.181,0.0,0.109,0.31,85.797,audio_features,21WY3bNhU8vv4SBItMFvzl,https://api.spotify.com/v1/tracks/21WY3bNhU8vv4SBItMFvzl,https://api.spotify.com/v1/audio-analysis/21WY3bNhU8vv4SBItMFvzl,192160,4
Mistletoe,['Justin Bieber'],spotify:track:1BPkgJatVvblOLX2A38k9i,0.661,0.552,6,-9.141,0,0.0478,0.493,0.0,0.0834,0.87,161.986,audio_features,1BPkgJatVvblOLX2A38k9i,https://api.spotify.com/v1/tracks/1BPkgJatVvblOLX2A38k9i,https://api.spotify.com/v1/audio-analysis/1BPkgJatVvblOLX2A38k9i,182947,4
Somebody To Love,['Justin Bieber'],spotify:track:0pzZlwMrF1QtzAhCbnMc3H,0.714,0.823,5,-5.217,1,0.0258,0.0026,0.0,0.324,0.627,129.968,audio_features,0pzZlwMrF1QtzAhCbnMc3H,https://api.spotify.com/v1/tracks/0pzZlwMrF1QtzAhCbnMc3H,https://api.spotify.com/v1/audio-analysis/0pzZlwMrF1QtzAhCbnMc3H,220920,4
Stuck In The Moment,['Justin Bieber'],spotify:track:4XW0u1E7TaoeR53WcMAwo5,0.711,0.687,0,-6.355,0,0.0583,0.168,0.0,0.137,0.336,89.967,audio_features,4XW0u1E7TaoeR53WcMAwo5,https://api.spotify.com/v1/tracks/4XW0u1E7TaoeR53WcMAwo5,https://api.spotify.com/v1/audio-analysis/4XW0u1E7TaoeR53WcMAwo5,222960,4
U Smile,['Justin Bieber'],spotify:track:2tBMggDb03OocLJiclMg3Z,0.697,0.605,1,-5.286,1,0.0283,0.579,1.16e-06,0.133,0.444,112.488,audio_features,2tBMggDb03OocLJiclMg3Z,https://api.spotify.com/v1/tracks/2tBMggDb03OocLJiclMg3Z,https://api.spotify.com/v1/audio-analysis/2tBMggDb03OocLJiclMg3Z,196907,3
Never Let You Go,['Justin Bieber'],spotify:track:4WEqIwv2qr1UwTW468SRuw,0.66,0.812,0,-4.85,1,0.036,0.00148,0.0,0.291,0.694,103.15,audio_features,4WEqIwv2qr1UwTW468SRuw,https://api.spotify.com/v1/tracks/4WEqIwv2qr1UwTW468SRuw,https://api.spotify.com/v1/audio-analysis/4WEqIwv2qr1UwTW468SRuw,264400,4
Overboard,"['Justin Bieber', 'Jessica Jarrell']",spotify:track:2lrFWGaivAZI0BSlCkaXpd,0.3,0.793,5,-5.151,1,0.0943,0.185,0.0,0.151,0.468,173.923,audio_features,2lrFWGaivAZI0BSlCkaXpd,https://api.spotify.com/v1/tracks/2lrFWGaivAZI0BSlCkaXpd,https://api.spotify.com/v1/audio-analysis/2lrFWGaivAZI0BSlCkaXpd,251187,4
Eenie Meenie,"['Justin Bieber', 'Sean Kingston']",spotify:track:2W2YeJR9hFIhTunmNrvNkT,0.72,0.6,1,-4.212,1,0.0318,0.0568,0.0,0.107,0.792,121.225,audio_features,2W2YeJR9hFIhTunmNrvNkT,https://api.spotify.com/v1/tracks/2W2YeJR9hFIhTunmNrvNkT,https://api.spotify.com/v1/audio-analysis/2W2YeJR9hFIhTunmNrvNkT,202627,4
Up,['Justin Bieber'],spotify:track:5MttMwRcytyRs7tupZwt97,0.709,0.705,0,-4.352,1,0.0385,0.0851,0.0,0.0952,0.59,125.94,audio_features,5MttMwRcytyRs7tupZwt97,https://api.spotify.com/v1/tracks/5MttMwRcytyRs7tupZwt97,https://api.spotify.com/v1/audio-analysis/5MttMwRcytyRs7tupZwt97,234933,4
That Should Be Me,['Justin Bieber'],spotify:track:57Z6mdiS7KNXMDpK95qIl7,0.544,0.615,8,-5.688,1,0.0317,0.205,0.0,0.154,0.226,139.935,audio_features,57Z6mdiS7KNXMDpK95qIl7,https://api.spotify.com/v1/tracks/57Z6mdiS7KNXMDpK95qIl7,https://api.spotify.com/v1/audio-analysis/57Z6mdiS7KNXMDpK95qIl7,232720,4
One Time,['Justin Bieber'],spotify:track:2yjlGPX741x97jm0teyybI,0.691,0.853,1,-2.528,0,0.0372,0.0631,7.13e-05,0.082,0.762,145.999,audio_features,2yjlGPX741x97jm0teyybI,https://api.spotify.com/v1/tracks/2yjlGPX741x97jm0teyybI,https://api.spotify.com/v1/audio-analysis/2yjlGPX741x97jm0teyybI,215867,4
Down To Earth,['Justin Bieber'],spotify:track:19HGCfn5RKs66kXs2bMsdt,0.543,0.718,2,-4.795,1,0.0268,0.432,0.0,0.437,0.155,82.003,audio_features,19HGCfn5RKs66kXs2bMsdt,https://api.spotify.com/v1/tracks/19HGCfn5RKs66kXs2bMsdt,https://api.spotify.com/v1/audio-analysis/19HGCfn5RKs66kXs2bMsdt,245760,4
Favorite Girl,['Justin Bieber'],spotify:track:2ExDOkVH2e1oElyTVzF77q,0.581,0.681,7,-4.469,1,0.0435,0.0472,0.0,0.104,0.634,176.034,audio_features,2ExDOkVH2e1oElyTVzF77q,https://api.spotify.com/v1/tracks/2ExDOkVH2e1oElyTVzF77q,https://api.spotify.com/v1/audio-analysis/2ExDOkVH2e1oElyTVzF77q,256800,4
First Dance,"['Justin Bieber', 'Usher']",spotify:track:5Wc0VR8dmTHDMhGiyXH1GO,0.646,0.52,11,-7.289,1,0.0412,0.0137,0.0,0.275,0.328,68.517,audio_features,5Wc0VR8dmTHDMhGiyXH1GO,https://api.spotify.com/v1/tracks/5Wc0VR8dmTHDMhGiyXH1GO,https://api.spotify.com/v1/audio-analysis/5Wc0VR8dmTHDMhGiyXH1GO,222333,4
People Help the People,['Birdy'],spotify:track:0YywjDvFudcaHG74NuWISy,0.407,0.308,10,-9.001,0,0.0296,0.778,1.46e-05,0.092,0.153,73.254,audio_features,0YywjDvFudcaHG74NuWISy,https://api.spotify.com/v1/tracks/0YywjDvFudcaHG74NuWISy,https://api.spotify.com/v1/audio-analysis/0YywjDvFudcaHG74NuWISy,256236,3
Voitolla yöhön,['JVG'],spotify:track:1PD3e6wwws5aDRDcqTiloH,0.728,0.889,8,-3.054,1,0.0952,0.00991,1.59e-05,0.0544,0.59,119.986,audio_features,1PD3e6wwws5aDRDcqTiloH,https://api.spotify.com/v1/tracks/1PD3e6wwws5aDRDcqTiloH,https://api.spotify.com/v1/audio-analysis/1PD3e6wwws5aDRDcqTiloH,237880,4
Coming Home,"['Diddy - Dirty Money', 'Skylar Grey']",spotify:track:47hs3xNT3iOGvgmC4eXBAi,0.353,0.815,7,-1.844,1,0.212,0.164,0.0,0.217,0.245,167.971,audio_features,47hs3xNT3iOGvgmC4eXBAi,https://api.spotify.com/v1/tracks/47hs3xNT3iOGvgmC4eXBAi,https://api.spotify.com/v1/audio-analysis/47hs3xNT3iOGvgmC4eXBAi,238760,4
Royals,['Lorde'],spotify:track:5YNFRKdTj5JG18ZWNDPDnD,0.665,0.432,7,-9.579,1,0.133,0.115,0.0,0.135,0.333,84.899,audio_features,5YNFRKdTj5JG18ZWNDPDnD,https://api.spotify.com/v1/tracks/5YNFRKdTj5JG18ZWNDPDnD,https://api.spotify.com/v1/audio-analysis/5YNFRKdTj5JG18ZWNDPDnD,190185,4
Counting Stars,['OneRepublic'],spotify:track:5edBgVtRD0fvWk140Sl21T,0.662,0.71,1,-4.945,0,0.0364,0.0603,0.0,0.119,0.465,121.979,audio_features,5edBgVtRD0fvWk140Sl21T,https://api.spotify.com/v1/tracks/5edBgVtRD0fvWk140Sl21T,https://api.spotify.com/v1/audio-analysis/5edBgVtRD0fvWk140Sl21T,257267,4
Mun maailma,['Mikael Gabriel'],spotify:track:5Czqhn9WXTL3ZW0PKkHCUM,0.634,0.729,6,-6.837,0,0.115,0.112,0.0,0.19,0.356,82.077,audio_features,5Czqhn9WXTL3ZW0PKkHCUM,https://api.spotify.com/v1/tracks/5Czqhn9WXTL3ZW0PKkHCUM,https://api.spotify.com/v1/audio-analysis/5Czqhn9WXTL3ZW0PKkHCUM,252040,4
Ykspuolista rakkautta,"['Mikael Gabriel', 'Heikki Kuula']",spotify:track:09OKeUmjlDdj6qc5bBFZxG,0.763,0.864,0,-5.102,1,0.166,0.0273,0.0,0.0728,0.938,134.984,audio_features,09OKeUmjlDdj6qc5bBFZxG,https://api.spotify.com/v1/tracks/09OKeUmjlDdj6qc5bBFZxG,https://api.spotify.com/v1/audio-analysis/09OKeUmjlDdj6qc5bBFZxG,178973,4
Koirakaveri,['Heikki Kuula'],spotify:track:6Oxx1SiI6AhuKxDe6IJoZo,0.938,0.67,0,-6.627,1,0.0479,0.308,0.0,0.0331,0.973,100.009,audio_features,6Oxx1SiI6AhuKxDe6IJoZo,https://api.spotify.com/v1/tracks/6Oxx1SiI6AhuKxDe6IJoZo,https://api.spotify.com/v1/audio-analysis/6Oxx1SiI6AhuKxDe6IJoZo,167987,4
Hey Brother,['Avicii'],spotify:track:3zKST4nk4QJE77oLjUZ0Ng,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,audio_features,3zKST4nk4QJE77oLjUZ0Ng,https://api.spotify.com/v1/tracks/3zKST4nk4QJE77oLjUZ0Ng,https://api.spotify.com/v1/audio-analysis/3zKST4nk4QJE77oLjUZ0Ng,255093,4
Under Control (feat. Hurts),"['Calvin Harris', 'Alesso', 'Hurts']",spotify:track:352zfYbDFG8sxkmOAhVeuj,0.55,0.919,8,-3.431,1,0.0788,0.137,0.00118,0.0886,0.51,126.059,audio_features,352zfYbDFG8sxkmOAhVeuj,https://api.spotify.com/v1/tracks/352zfYbDFG8sxkmOAhVeuj,https://api.spotify.com/v1/audio-analysis/352zfYbDFG8sxkmOAhVeuj,184373,4
You Make Me,['Avicii'],spotify:track:1KRH1AhRdmYh0OTZa5QAqn,0.58,0.743,6,-4.79,1,0.0412,0.00195,0.0133,0.129,0.515,125.007,audio_features,1KRH1AhRdmYh0OTZa5QAqn,https://api.spotify.com/v1/tracks/1KRH1AhRdmYh0OTZa5QAqn,https://api.spotify.com/v1/audio-analysis/1KRH1AhRdmYh0OTZa5QAqn,232925,4
